epoch,global_step,train_loss,train_mae,val_loss,val_mae,lr,epoch_sec,eta_hr
1,15,0.671672519048055,0.6992268641789754,0.5455587108929952,0.5745924313863119,2.5e-06,4.136996507644653,0.0
